Unix Timestamp,Datetime,Date,Time,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Month,Day of the Week,Hour of the Day,Offloading Decision,Is Anomaly
1708495200,2024-02-21 09:00:00,2024-02-21,09:00:00,4933,0,1,0,1,0,230.0,229.5,2650.0,0.7379,February,Wednesday,9,Local,0
1708496100,2024-02-21 09:15:00,2024-02-21,09:15:00,4934,0,1,0,1,0,227.8,228.3,2650.0,0.8265,February,Wednesday,9,Local,0
1708497000,2024-02-21 09:30:00,2024-02-21,09:30:00,4935,0,0,0,1,0,227.2,227.6,150.0,0.1,February,Wednesday,9,Local,0
1708497900,2024-02-21 09:45:00,2024-02-21,09:45:00,4936,0,0,0,0,0,233.7,234.2,0.0,0.1,February,Wednesday,9,Local,0
1708498800,2024-02-21 10:00:00,2024-02-21,10:00:00,4937,0,0,0,1,0,234.3,234.2,150.0,0.1,February,Wednesday,10,Local,0
1708499700,2024-02-21 10:15:00,2024-02-21,10:15:00,4938,0,1,0,1,0,229.4,232.3,2650.0,0.7734,February,Wednesday,10,Local,0
1708500600,2024-02-21 10:30:00,2024-02-21,10:30:00,4939,0,0,0,0,0,234.5,234.4,0.0,0.1,February,Wednesday,10,Local,0
1708501500,2024-02-21 10:45:00,2024-02-21,10:45:00,4940,0,0,0,0,0,228.1,227.9,0.0,0.1,February,Wednesday,10,Local,0
1708502400,2024-02-21 11:00:00,2024-02-21,11:00:00,4941,0,0,0,1,0,231.0,232.5,1650.0,0.4567,February,Wednesday,11,Local,0
1708503300,2024-02-21 11:15:00,2024-02-21,11:15:00,4942,0,0,1,1,0,230.1,229.7,3150.0,0.918,February,Wednesday,11,Local,0
1708504200,2024-02-21 11:30:00,2024-02-21,11:30:00,4943,1,1,0,1,0,231.3,229.5,2800.0,0.7919,February,Wednesday,11,Local,0
1708505100,2024-02-21 11:45:00,2024-02-21,11:45:00,4944,0,0,0,0,0,227.5,224.9,0.0,0.1,February,Wednesday,11,Local,0
1708506000,2024-02-21 12:00:00,2024-02-21,12:00:00,4945,0,0,0,1,0,228.0,231.6,150.0,0.1,February,Wednesday,12,Local,0
1708506900,2024-02-21 12:15:00,2024-02-21,12:15:00,4946,0,0,0,1,0,230.0,231.0,150.0,0.1,February,Wednesday,12,Local,0
1708507800,2024-02-21 12:30:00,2024-02-21,12:30:00,4947,0,0,0,1,0,233.7,234.8,150.0,0.1,February,Wednesday,12,Local,0
1708508700,2024-02-21 12:45:00,2024-02-21,12:45:00,4948,0,0,0,0,0,229.8,229.6,0.0,0.1,February,Wednesday,12,Local,0
1708509600,2024-02-21 13:00:00,2024-02-21,13:00:00,4949,0,0,0,1,0,231.0,230.3,150.0,0.1,February,Wednesday,13,Local,0
1708510500,2024-02-21 13:15:00,2024-02-21,13:15:00,4950,0,0,0,1,0,228.2,225.5,150.0,0.1,February,Wednesday,13,Local,0
1708511400,2024-02-21 13:30:00,2024-02-21,13:30:00,4951,0,0,0,1,0,230.0,231.0,150.0,0.1,February,Wednesday,13,Local,0
1708512300,2024-02-21 13:45:00,2024-02-21,13:45:00,4952,0,0,0,0,0,230.9,231.9,0.0,0.1,February,Wednesday,13,Local,0
1708513200,2024-02-21 14:00:00,2024-02-21,14:00:00,4953,0,0,0,1,0,234.8,233.0,150.0,0.1,February,Wednesday,14,Local,0
1708514100,2024-02-21 14:15:00,2024-02-21,14:15:00,4954,0,0,0,1,0,229.5,224.1,150.0,0.1,February,Wednesday,14,Local,0
1708515000,2024-02-21 14:30:00,2024-02-21,14:30:00,4955,0,0,0,1,0,223.7,222.3,150.0,0.1,February,Wednesday,14,Local,0
1708515900,2024-02-21 14:45:00,2024-02-21,14:45:00,4956,1,1,0,0,1,228.8,229.6,3850.0,0.9523,February,Wednesday,14,Local,0
1708516800,2024-02-21 15:00:00,2024-02-21,15:00:00,4957,0,0,0,0,0,236.0,237.6,0.0,0.1,February,Wednesday,15,Local,0
1708517700,2024-02-21 15:15:00,2024-02-21,15:15:00,4958,0,1,0,1,0,232.8,233.5,2650.0,0.7559,February,Wednesday,15,Local,0
1708518600,2024-02-21 15:30:00,2024-02-21,15:30:00,4959,0,0,0,1,0,231.4,230.4,150.0,0.1,February,Wednesday,15,Local,0
1708519500,2024-02-21 15:45:00,2024-02-21,15:45:00,4960,1,0,0,1,0,230.0,232.3,1800.0,0.5528,February,Wednesday,15,Local,0
1708520400,2024-02-21 16:00:00,2024-02-21,16:00:00,4961,1,1,0,1,0,232.2,233.0,2800.0,0.7467,February,Wednesday,16,Local,0
1708521300,2024-02-21 16:15:00,2024-02-21,16:15:00,4962,0,0,0,1,0,233.0,237.7,150.0,0.1,February,Wednesday,16,Local,0
1708522200,2024-02-21 16:30:00,2024-02-21,16:30:00,4963,0,0,0,1,0,229.6,230.3,150.0,0.1,February,Wednesday,16,Local,0
1708523100,2024-02-21 16:45:00,2024-02-21,16:45:00,4964,0,0,0,0,0,231.0,230.7,0.0,0.1,February,Wednesday,16,Local,0
1708524000,2024-02-21 17:00:00,2024-02-21,17:00:00,4965,0,0,0,0,0,233.3,234.0,0.0,0.1,February,Wednesday,17,Local,0
1708524900,2024-02-21 17:15:00,2024-02-21,17:15:00,4966,1,1,0,1,1,231.3,233.4,4000.0,1.1703,February,Wednesday,17,Local,0
1708525800,2024-02-21 17:30:00,2024-02-21,17:30:00,4967,1,0,0,1,0,233.4,234.8,300.0,0.1,February,Wednesday,17,Local,0
1708526700,2024-02-21 17:45:00,2024-02-21,17:45:00,4968,1,1,0,0,0,226.8,229.2,2650.0,0.6645,February,Wednesday,17,Local,0
1708527600,2024-02-21 18:00:00,2024-02-21,18:00:00,4969,0,0,0,1,0,223.0,222.7,1650.0,0.4967,February,Wednesday,18,Local,0
1708528500,2024-02-21 18:15:00,2024-02-21,18:15:00,4970,0,0,0,1,0,233.6,233.2,150.0,0.1,February,Wednesday,18,Local,0
1708529400,2024-02-21 18:30:00,2024-02-21,18:30:00,4971,1,0,0,0,0,230.3,232.3,150.0,0.1,February,Wednesday,18,Local,0
1708530300,2024-02-21 18:45:00,2024-02-21,18:45:00,4972,0,0,1,0,0,230.6,230.0,3000.0,0.8936,February,Wednesday,18,Local,0
1708531200,2024-02-21 19:00:00,2024-02-21,19:00:00,4973,0,0,1,1,0,226.5,225.1,3150.0,0.769,February,Wednesday,19,Local,0
1708532100,2024-02-21 19:15:00,2024-02-21,19:15:00,4974,0,0,1,1,0,231.7,230.0,3150.0,0.8235,February,Wednesday,19,Local,0
1708533000,2024-02-21 19:30:00,2024-02-21,19:30:00,4975,1,0,0,1,0,232.6,234.6,300.0,0.1,February,Wednesday,19,Local,0
1708533900,2024-02-21 19:45:00,2024-02-21,19:45:00,4976,1,1,1,0,1,231.2,229.1,6850.0,1.918,February,Wednesday,19,Local,0
1708534800,2024-02-21 20:00:00,2024-02-21,20:00:00,4977,0,0,0,1,0,229.5,231.6,150.0,0.1,February,Wednesday,20,Local,0
1708535700,2024-02-21 20:15:00,2024-02-21,20:15:00,4978,1,0,0,1,0,229.6,232.8,300.0,0.1,February,Wednesday,20,Local,0
1708536600,2024-02-21 20:30:00,2024-02-21,20:30:00,4979,0,0,0,0,0,230.5,232.3,0.0,0.1,February,Wednesday,20,Local,0
1708537500,2024-02-21 20:45:00,2024-02-21,20:45:00,4980,1,0,0,0,1,233.6,233.9,1350.0,0.396,February,Wednesday,20,Local,0
1708538400,2024-02-21 21:00:00,2024-02-21,21:00:00,4981,1,0,0,1,0,229.0,226.2,300.0,0.1017,February,Wednesday,21,Local,0
1708539300,2024-02-21 21:15:00,2024-02-21,21:15:00,4982,1,0,0,1,0,229.2,229.8,300.0,0.1,February,Wednesday,21,Local,0
1708540200,2024-02-21 21:30:00,2024-02-21,21:30:00,4983,1,0,0,1,0,232.0,233.2,300.0,0.1,February,Wednesday,21,Local,0
1708541100,2024-02-21 21:45:00,2024-02-21,21:45:00,4984,1,0,1,0,0,230.5,232.6,3150.0,0.9812,February,Wednesday,21,Local,0
1708542000,2024-02-21 22:00:00,2024-02-21,22:00:00,4985,1,0,0,1,0,232.8,234.4,300.0,0.1,February,Wednesday,22,Local,0
1708542900,2024-02-21 22:15:00,2024-02-21,22:15:00,4986,1,0,0,1,0,226.2,224.9,300.0,0.1,February,Wednesday,22,Local,0
1708543800,2024-02-21 22:30:00,2024-02-21,22:30:00,4987,1,0,0,1,0,228.1,225.3,300.0,0.1,February,Wednesday,22,Local,0
1708544700,2024-02-21 22:45:00,2024-02-21,22:45:00,4988,0,0,0,0,0,234.2,231.8,0.0,0.1,February,Wednesday,22,Local,0
1708545600,2024-02-21 23:00:00,2024-02-21,23:00:00,4989,0,0,0,1,0,220.9,225.2,150.0,0.1,February,Wednesday,23,Local,0
1708546500,2024-02-21 23:15:00,2024-02-21,23:15:00,4990,1,0,0,1,0,224.7,226.2,300.0,0.1,February,Wednesday,23,Local,0
1708547400,2024-02-21 23:30:00,2024-02-21,23:30:00,4991,0,0,0,1,1,228.4,225.6,1350.0,0.3659,February,Wednesday,23,Local,0
1708548300,2024-02-21 23:45:00,2024-02-21,23:45:00,4992,0,0,0,0,0,225.3,222.3,0.0,0.1,February,Wednesday,23,Local,0
1708549200,2024-02-22 00:00:00,2024-02-22,00:00:00,4993,0,0,0,0,0,229.8,230.0,0.0,0.1,February,Thursday,0,Local,0
1708550100,2024-02-22 00:15:00,2024-02-22,00:15:00,4994,0,0,0,1,0,219.4,213.8,150.0,0.1,February,Thursday,0,Local,0
1708551000,2024-02-22 00:30:00,2024-02-22,00:30:00,4995,0,0,0,1,0,230.9,232.5,950.0,0.2511,February,Thursday,0,Local,0
1708551900,2024-02-22 00:45:00,2024-02-22,00:45:00,4996,0,0,0,0,0,225.9,226.4,0.0,0.1,February,Thursday,0,Local,0
1708552800,2024-02-22 01:00:00,2024-02-22,01:00:00,4997,0,0,0,1,0,230.8,232.3,150.0,0.1,February,Thursday,1,Local,0
1708553700,2024-02-22 01:15:00,2024-02-22,01:15:00,4998,0,0,0,1,0,229.4,229.9,150.0,0.1,February,Thursday,1,Local,0
1708554600,2024-02-22 01:30:00,2024-02-22,01:30:00,4999,0,0,0,1,0,225.9,224.0,150.0,0.1,February,Thursday,1,Local,0
1708555500,2024-02-22 01:45:00,2024-02-22,01:45:00,5000,0,0,0,1,0,227.0,228.0,150.0,0.1,February,Thursday,1,Local,0
1708556400,2024-02-22 02:00:00,2024-02-22,02:00:00,5001,0,0,0,1,0,230.4,231.3,150.0,0.1,February,Thursday,2,Local,0
1708557300,2024-02-22 02:15:00,2024-02-22,02:15:00,5002,0,0,0,1,0,230.2,228.2,150.0,0.1,February,Thursday,2,Local,0
1708558200,2024-02-22 02:30:00,2024-02-22,02:30:00,5003,0,0,0,1,0,232.0,231.8,150.0,0.1,February,Thursday,2,Local,0
1708559100,2024-02-22 02:45:00,2024-02-22,02:45:00,5004,1,0,0,0,0,226.4,227.6,150.0,0.1,February,Thursday,2,Local,0
1708560000,2024-02-22 03:00:00,2024-02-22,03:00:00,5005,0,0,0,1,0,228.3,228.3,150.0,0.1,February,Thursday,3,Local,0
1708560900,2024-02-22 03:15:00,2024-02-22,03:15:00,5006,0,0,0,1,0,236.0,235.2,150.0,0.1,February,Thursday,3,Local,0
1708561800,2024-02-22 03:30:00,2024-02-22,03:30:00,5007,0,0,0,1,0,228.3,227.9,150.0,0.1,February,Thursday,3,Local,0
1708562700,2024-02-22 03:45:00,2024-02-22,03:45:00,5008,0,0,0,0,0,231.2,230.8,0.0,0.1,February,Thursday,3,Local,0
1708563600,2024-02-22 04:00:00,2024-02-22,04:00:00,5009,0,0,0,0,0,230.6,230.0,0.0,0.1,February,Thursday,4,Local,0
1708564500,2024-02-22 04:15:00,2024-02-22,04:15:00,5010,0,0,0,1,0,231.8,236.5,150.0,0.1,February,Thursday,4,Local,0
1708565400,2024-02-22 04:30:00,2024-02-22,04:30:00,5011,0,0,0,1,0,227.2,227.9,150.0,0.1,February,Thursday,4,Local,0
1708566300,2024-02-22 04:45:00,2024-02-22,04:45:00,5012,0,0,0,0,0,233.1,229.2,0.0,0.1,February,Thursday,4,Local,0
1708567200,2024-02-22 05:00:00,2024-02-22,05:00:00,5013,0,0,0,1,0,230.3,229.0,150.0,0.1,February,Thursday,5,Local,0
1708568100,2024-02-22 05:15:00,2024-02-22,05:15:00,5014,0,0,0,1,0,228.1,227.3,150.0,0.1,February,Thursday,5,Local,0
1708569000,2024-02-22 05:30:00,2024-02-22,05:30:00,5015,0,0,0,1,0,227.9,226.5,150.0,0.1,February,Thursday,5,Local,0
1708569900,2024-02-22 05:45:00,2024-02-22,05:45:00,5016,0,0,0,0,0,233.5,233.6,0.0,0.1,February,Thursday,5,Local,0
1708570800,2024-02-22 06:00:00,2024-02-22,06:00:00,5017,0,0,0,1,0,228.5,229.9,150.0,0.1,February,Thursday,6,Local,0
1708571700,2024-02-22 06:15:00,2024-02-22,06:15:00,5018,0,0,0,1,0,229.7,229.2,150.0,0.1,February,Thursday,6,Local,0
1708572600,2024-02-22 06:30:00,2024-02-22,06:30:00,5019,0,0,0,1,0,231.1,233.7,150.0,0.1,February,Thursday,6,Local,0
1708573500,2024-02-22 06:45:00,2024-02-22,06:45:00,5020,0,0,0,0,0,229.1,233.0,0.0,0.1,February,Thursday,6,Local,0
1708574400,2024-02-22 07:00:00,2024-02-22,07:00:00,5021,0,0,0,1,0,232.0,234.5,1150.0,0.3388,February,Thursday,7,Local,0
1708575300,2024-02-22 07:15:00,2024-02-22,07:15:00,5022,0,0,0,0,0,227.7,227.0,0.0,0.1,February,Thursday,7,Local,0
1708576200,2024-02-22 07:30:00,2024-02-22,07:30:00,5023,0,0,0,1,0,228.5,230.6,150.0,0.1,February,Thursday,7,Local,0
1708577100,2024-02-22 07:45:00,2024-02-22,07:45:00,5024,1,0,0,0,1,229.8,230.2,1350.0,0.3596,February,Thursday,7,Local,0
1708578000,2024-02-22 08:00:00,2024-02-22,08:00:00,5025,0,0,0,1,0,229.0,228.5,150.0,0.1,February,Thursday,8,Local,0
1708578900,2024-02-22 08:15:00,2024-02-22,08:15:00,5026,0,0,0,1,0,231.8,233.0,950.0,0.2636,February,Thursday,8,Local,0
1708579800,2024-02-22 08:30:00,2024-02-22,08:30:00,5027,0,0,0,1,0,228.4,231.3,150.0,0.1,February,Thursday,8,Local,0
1708580700,2024-02-22 08:45:00,2024-02-22,08:45:00,5028,0,0,0,0,0,234.9,232.6,0.0,0.1,February,Thursday,8,Local,0
1708581600,2024-02-22 09:00:00,2024-02-22,09:00:00,5029,0,0,0,1,0,230.5,229.2,150.0,0.1,February,Thursday,9,Local,0
1708582500,2024-02-22 09:15:00,2024-02-22,09:15:00,5030,0,1,0,1,0,228.7,229.0,2650.0,0.713,February,Thursday,9,Local,0
1708583400,2024-02-22 09:30:00,2024-02-22,09:30:00,5031,1,0,0,1,0,228.7,227.3,300.0,0.1,February,Thursday,9,Local,0
1708584300,2024-02-22 09:45:00,2024-02-22,09:45:00,5032,0,1,0,0,0,223.8,224.3,2500.0,0.6641,February,Thursday,9,Local,0
1708585200,2024-02-22 10:00:00,2024-02-22,10:00:00,5033,0,0,0,1,0,232.3,229.3,150.0,0.1,February,Thursday,10,Local,0
1708586100,2024-02-22 10:15:00,2024-02-22,10:15:00,5034,0,1,0,1,0,231.9,233.8,2650.0,0.7274,February,Thursday,10,Local,0
1708587000,2024-02-22 10:30:00,2024-02-22,10:30:00,5035,0,0,0,1,0,233.5,233.4,150.0,0.1,February,Thursday,10,Local,0
1708587900,2024-02-22 10:45:00,2024-02-22,10:45:00,5036,0,0,0,0,0,226.7,226.9,0.0,0.1,February,Thursday,10,Local,0
1708588800,2024-02-22 11:00:00,2024-02-22,11:00:00,5037,0,1,0,1,0,227.9,227.3,2650.0,0.7481,February,Thursday,11,Local,0
1708589700,2024-02-22 11:15:00,2024-02-22,11:15:00,5038,0,0,0,1,0,230.5,233.2,150.0,0.1,February,Thursday,11,Local,0
1708590600,2024-02-22 11:30:00,2024-02-22,11:30:00,5039,0,1,0,1,0,232.7,232.2,2650.0,0.7611,February,Thursday,11,Local,0
1708591500,2024-02-22 11:45:00,2024-02-22,11:45:00,5040,0,1,0,0,0,233.3,233.4,2500.0,0.713,February,Thursday,11,Local,0
1708592400,2024-02-22 12:00:00,2024-02-22,12:00:00,5041,0,0,0,1,0,232.3,232.7,150.0,0.1,February,Thursday,12,Local,0
1708593300,2024-02-22 12:15:00,2024-02-22,12:15:00,5042,0,0,0,1,0,229.9,228.3,150.0,0.1,February,Thursday,12,Local,0
1708594200,2024-02-22 12:30:00,2024-02-22,12:30:00,5043,0,0,0,1,0,229.3,227.4,150.0,0.1,February,Thursday,12,Local,0
1708595100,2024-02-22 12:45:00,2024-02-22,12:45:00,5044,0,0,0,0,0,229.0,230.1,0.0,0.1,February,Thursday,12,Local,0
1708596000,2024-02-22 13:00:00,2024-02-22,13:00:00,5045,0,0,0,1,1,224.5,226.3,1350.0,0.3769,February,Thursday,13,Local,0
1708596900,2024-02-22 13:15:00,2024-02-22,13:15:00,5046,0,0,1,1,0,232.6,235.0,3150.0,0.7718,February,Thursday,13,Local,0
1708597800,2024-02-22 13:30:00,2024-02-22,13:30:00,5047,0,0,0,1,0,229.0,228.6,150.0,0.1,February,Thursday,13,Local,0
1708598700,2024-02-22 13:45:00,2024-02-22,13:45:00,5048,0,0,0,0,1,228.0,226.2,1200.0,0.3152,February,Thursday,13,Local,0
1708599600,2024-02-22 14:00:00,2024-02-22,14:00:00,5049,0,0,0,1,0,231.3,228.2,950.0,0.2697,February,Thursday,14,Local,0
1708600500,2024-02-22 14:15:00,2024-02-22,14:15:00,5050,1,0,0,1,0,227.4,225.7,300.0,0.1,February,Thursday,14,Local,0
1708601400,2024-02-22 14:30:00,2024-02-22,14:30:00,5051,0,0,0,1,0,228.5,227.2,150.0,0.1,February,Thursday,14,Local,0
1708602300,2024-02-22 14:45:00,2024-02-22,14:45:00,5052,1,0,0,0,0,234.0,232.9,150.0,0.1,February,Thursday,14,Local,0
1708603200,2024-02-22 15:00:00,2024-02-22,15:00:00,5053,0,0,0,1,0,231.9,230.7,150.0,0.1,February,Thursday,15,Local,0
1708604100,2024-02-22 15:15:00,2024-02-22,15:15:00,5054,0,1,0,1,0,232.5,228.9,2650.0,0.6774,February,Thursday,15,Local,0
1708605000,2024-02-22 15:30:00,2024-02-22,15:30:00,5055,0,0,0,1,0,228.7,226.3,150.0,0.1,February,Thursday,15,Local,0
1708605900,2024-02-22 15:45:00,2024-02-22,15:45:00,5056,0,0,0,0,0,230.9,231.2,0.0,0.1,February,Thursday,15,Local,0
1708606800,2024-02-22 16:00:00,2024-02-22,16:00:00,5057,0,1,0,1,1,233.6,232.2,3850.0,0.9562,February,Thursday,16,Local,0
1708607700,2024-02-22 16:15:00,2024-02-22,16:15:00,5058,0,1,0,0,0,233.5,232.6,2500.0,0.7333,February,Thursday,16,Local,0
1708608600,2024-02-22 16:30:00,2024-02-22,16:30:00,5059,0,0,0,1,0,225.2,228.0,150.0,0.1,February,Thursday,16,Local,0
1708609500,2024-02-22 16:45:00,2024-02-22,16:45:00,5060,0,0,0,0,0,224.4,224.9,800.0,0.1972,February,Thursday,16,Local,0
1708610400,2024-02-22 17:00:00,2024-02-22,17:00:00,5061,0,1,0,1,0,234.8,235.0,2650.0,0.766,February,Thursday,17,Local,0
1708611300,2024-02-22 17:15:00,2024-02-22,17:15:00,5062,0,1,0,1,0,232.7,233.4,2650.0,0.7779,February,Thursday,17,Local,0
1708612200,2024-02-22 17:30:00,2024-02-22,17:30:00,5063,0,0,0,0,0,227.0,226.7,1500.0,0.4389,February,Thursday,17,Local,0
1708613100,2024-02-22 17:45:00,2024-02-22,17:45:00,5064,0,0,0,0,0,233.6,235.0,0.0,0.1,February,Thursday,17,Local,0
1708614000,2024-02-22 18:00:00,2024-02-22,18:00:00,5065,0,1,1,1,1,232.3,233.4,6850.0,2.01,February,Thursday,18,Local,0
1708614900,2024-02-22 18:15:00,2024-02-22,18:15:00,5066,0,1,0,1,1,230.0,230.3,4850.0,1.1621,February,Thursday,18,Local,0
1708615800,2024-02-22 18:30:00,2024-02-22,18:30:00,5067,0,0,0,1,0,227.3,228.7,150.0,0.1,February,Thursday,18,Local,0
1708616700,2024-02-22 18:45:00,2024-02-22,18:45:00,5068,1,0,0,0,0,226.0,225.8,150.0,0.1,February,Thursday,18,Local,0
1708617600,2024-02-22 19:00:00,2024-02-22,19:00:00,5069,1,0,0,1,1,232.8,230.9,1500.0,0.481,February,Thursday,19,Local,0
1708618500,2024-02-22 19:15:00,2024-02-22,19:15:00,5070,1,0,0,1,1,226.7,228.6,1500.0,0.4313,February,Thursday,19,Local,0
1708619400,2024-02-22 19:30:00,2024-02-22,19:30:00,5071,1,0,0,1,0,229.2,233.2,300.0,0.1,February,Thursday,19,Local,0
1708620300,2024-02-22 19:45:00,2024-02-22,19:45:00,5072,1,0,0,0,0,233.4,231.1,150.0,0.1,February,Thursday,19,Local,0
1708621200,2024-02-22 20:00:00,2024-02-22,20:00:00,5073,1,1,0,0,0,227.3,230.8,2650.0,0.7203,February,Thursday,20,Local,0
1708622100,2024-02-22 20:15:00,2024-02-22,20:15:00,5074,1,0,1,1,0,226.3,225.2,3300.0,1.0351,February,Thursday,20,Local,0
1708623000,2024-02-22 20:30:00,2024-02-22,20:30:00,5075,0,1,0,1,0,228.6,226.1,2650.0,0.6003,February,Thursday,20,Local,0
1708623900,2024-02-22 20:45:00,2024-02-22,20:45:00,5076,1,1,0,0,1,228.2,231.6,3850.0,1.1946,February,Thursday,20,Local,0
1708624800,2024-02-22 21:00:00,2024-02-22,21:00:00,5077,1,0,0,1,0,232.0,233.0,800.0,0.2276,February,Thursday,21,Local,0
1708625700,2024-02-22 21:15:00,2024-02-22,21:15:00,5078,1,0,0,1,0,232.5,231.4,300.0,0.1,February,Thursday,21,Local,0
1708626600,2024-02-22 21:30:00,2024-02-22,21:30:00,5079,0,0,0,1,0,226.8,226.2,150.0,0.1,February,Thursday,21,Local,0
1708627500,2024-02-22 21:45:00,2024-02-22,21:45:00,5080,1,0,0,0,0,232.5,234.4,150.0,0.1,February,Thursday,21,Local,0
1708628400,2024-02-22 22:00:00,2024-02-22,22:00:00,5081,1,0,0,1,0,231.3,231.3,1800.0,0.4956,February,Thursday,22,Local,0
1708629300,2024-02-22 22:15:00,2024-02-22,22:15:00,5082,1,0,0,1,0,230.8,231.3,300.0,0.1,February,Thursday,22,Local,0
1708630200,2024-02-22 22:30:00,2024-02-22,22:30:00,5083,1,0,1,1,0,237.0,234.7,3300.0,0.7406,February,Thursday,22,Local,0
1708631100,2024-02-22 22:45:00,2024-02-22,22:45:00,5084,1,0,0,0,0,223.7,224.5,150.0,0.1,February,Thursday,22,Local,0
1708632000,2024-02-22 23:00:00,2024-02-22,23:00:00,5085,0,0,0,1,0,226.3,225.9,150.0,0.1,February,Thursday,23,Local,0
1708632900,2024-02-22 23:15:00,2024-02-22,23:15:00,5086,1,0,0,1,0,226.6,228.2,300.0,0.1,February,Thursday,23,Local,0
1708633800,2024-02-22 23:30:00,2024-02-22,23:30:00,5087,1,0,0,1,0,226.1,227.3,300.0,0.1,February,Thursday,23,Local,0
1708634700,2024-02-22 23:45:00,2024-02-22,23:45:00,5088,0,0,0,0,0,224.8,224.5,0.0,0.1,February,Thursday,23,Local,0
1708635600,2024-02-23 00:00:00,2024-02-23,00:00:00,5089,0,0,0,1,0,226.9,226.7,150.0,0.1,February,Friday,0,Local,0
1708636500,2024-02-23 00:15:00,2024-02-23,00:15:00,5090,0,0,0,1,0,228.7,226.3,150.0,0.1,February,Friday,0,Local,0
1708637400,2024-02-23 00:30:00,2024-02-23,00:30:00,5091,0,0,0,1,0,231.3,231.9,150.0,0.1,February,Friday,0,Local,0
1708638300,2024-02-23 00:45:00,2024-02-23,00:45:00,5092,0,0,0,0,0,232.2,234.5,0.0,0.1,February,Friday,0,Local,0
1708639200,2024-02-23 01:00:00,2024-02-23,01:00:00,5093,0,0,0,1,0,230.9,230.3,150.0,0.1,February,Friday,1,Local,0
1708640100,2024-02-23 01:15:00,2024-02-23,01:15:00,5094,0,0,0,1,0,227.7,227.6,150.0,0.1,February,Friday,1,Local,0
1708641000,2024-02-23 01:30:00,2024-02-23,01:30:00,5095,0,0,0,1,0,227.6,228.0,150.0,0.1,February,Friday,1,Local,0
1708641900,2024-02-23 01:45:00,2024-02-23,01:45:00,5096,0,0,0,0,0,232.1,230.4,0.0,0.1,February,Friday,1,Local,0
1708642800,2024-02-23 02:00:00,2024-02-23,02:00:00,5097,0,0,0,1,0,226.9,225.8,150.0,0.1,February,Friday,2,Local,0
1708643700,2024-02-23 02:15:00,2024-02-23,02:15:00,5098,0,0,0,0,0,231.6,228.0,0.0,0.1,February,Friday,2,Local,0
1708644600,2024-02-23 02:30:00,2024-02-23,02:30:00,5099,0,0,0,1,0,228.7,227.6,150.0,0.1,February,Friday,2,Local,0
1708645500,2024-02-23 02:45:00,2024-02-23,02:45:00,5100,0,0,0,1,0,238.3,237.1,150.0,0.1,February,Friday,2,Local,0
1708646400,2024-02-23 03:00:00,2024-02-23,03:00:00,5101,0,0,0,1,0,231.7,233.9,150.0,0.1,February,Friday,3,Local,0
1708647300,2024-02-23 03:15:00,2024-02-23,03:15:00,5102,0,0,0,1,0,229.5,231.4,150.0,0.1,February,Friday,3,Local,0
1708648200,2024-02-23 03:30:00,2024-02-23,03:30:00,5103,0,0,0,1,0,230.1,230.9,150.0,0.1,February,Friday,3,Local,0
1708649100,2024-02-23 03:45:00,2024-02-23,03:45:00,5104,0,0,0,0,0,231.0,231.0,0.0,0.1,February,Friday,3,Local,0
1708650000,2024-02-23 04:00:00,2024-02-23,04:00:00,5105,0,0,0,1,0,230.8,229.1,150.0,0.1,February,Friday,4,Local,0
1708650900,2024-02-23 04:15:00,2024-02-23,04:15:00,5106,0,0,0,1,0,230.6,230.1,2150.0,0.4874,February,Friday,4,Local,0
1708651800,2024-02-23 04:30:00,2024-02-23,04:30:00,5107,0,0,0,1,0,229.3,227.1,150.0,0.1,February,Friday,4,Local,0
1708652700,2024-02-23 04:45:00,2024-02-23,04:45:00,5108,0,0,0,0,0,229.0,225.4,0.0,0.1,February,Friday,4,Local,0
1708653600,2024-02-23 05:00:00,2024-02-23,05:00:00,5109,0,0,0,1,0,229.2,227.7,150.0,0.1,February,Friday,5,Local,0
1708654500,2024-02-23 05:15:00,2024-02-23,05:15:00,5110,0,0,0,1,0,231.4,232.7,150.0,0.1,February,Friday,5,Local,0
1708655400,2024-02-23 05:30:00,2024-02-23,05:30:00,5111,0,0,0,1,0,229.5,233.0,150.0,0.1,February,Friday,5,Local,0
1708656300,2024-02-23 05:45:00,2024-02-23,05:45:00,5112,0,0,0,0,0,230.5,230.1,0.0,0.1,February,Friday,5,Local,0
1708657200,2024-02-23 06:00:00,2024-02-23,06:00:00,5113,0,0,0,1,0,233.1,228.9,150.0,0.1,February,Friday,6,Local,0
1708658100,2024-02-23 06:15:00,2024-02-23,06:15:00,5114,0,0,0,1,0,230.4,229.2,150.0,0.1,February,Friday,6,Local,0
1708659000,2024-02-23 06:30:00,2024-02-23,06:30:00,5115,0,0,0,1,0,226.0,227.7,150.0,0.1,February,Friday,6,Local,0
1708659900,2024-02-23 06:45:00,2024-02-23,06:45:00,5116,0,0,0,0,0,232.9,233.8,0.0,0.1,February,Friday,6,Local,0
1708660800,2024-02-23 07:00:00,2024-02-23,07:00:00,5117,0,0,0,1,0,225.8,225.9,150.0,0.1,February,Friday,7,Local,0
